ID,Accepts,Rejects,Waitlisted,Deferred
48,"Boston University, Dartmouth College, Center College, New York University, Kenyon College, Northeastern University","Boston College, Brown University, Cornell University, University of Pennsylvania, Swarthmore College","Harvard University, Carnegie Mellon",
49,"Brown University, University of New Hampshire, University of Massachusetts - Amherst, Amherst College, Union College, Wesleyan University, Vassar College, University of Rochester, Lehigh University, Brown University","Cornell University, Williams College","Harvard University, Johns Hopkins, Tufts University",
50,"Marquette University, University of Wisconsin - Madison, Carleton College, Grinell College, Washington University - St Louis",Princeton University,"Cornell University, Northwestern University, Oberlin College",
51,Harvard University,,,
52,"Stanford University, University of California - Los Angeles, University of California - San Diego, University of California - Santa Barbara, University of California - Davis, University of Washington - Seattle",University of California - Berkeley,University of California - Irvine,
53,"Harvard University, Duke University, Georgetown University, Santa Clara University, Fordham University, Pepperdine University","Yale University, Stanford University, Princeton University, Brown University, University of Southern California, University of Notre Dame, Boston University, Northeastern University","Columbia University, Dartmouth University, Northwestern University, Vanderbilt University",
54,"Princeton University, University of Illinois - Urbana Champaign, University of Oregon, University of Vermont, University of Tennessee - Knoxville","Harvard University, University of Notre Dame, University of Michigan - Ann Arbor, University of Chicago, University of Washington - St Louis, Texas A&M",,
55,"Texas A&M, University of Texas - Austin, Texas Institute of Technology, Baylor University",,,
56,"Duke University, University of California - Santa Barbara, University of California - San Diego, University of California - Berkeley, University of California - Irvine, University of California - Davis, University of Virginia, University of Richmond, University of Virginia, University of Michigan - Ann Arbor, Case Western University, Northeastern University, Villanova University, Georgetown University","Princeton University, Washington University - St Louis, Rice University, Yale University, Stanford University, Brown University","Harvard University, University of Chicago, University of Notre Dame, Vanderbilt University",
57,"Massachusetts Institute of Technology, Stanford University, University of California - Berkeley, University of Wisconsin - Madison, University of Illinois - Urbana Champaign, Oxford University, Cambridge University, University of Toronto, National University of Singapore","University of California - Irvine, Carnegie Mellon",,
58,Harvard University,,,
59,"Texas A&M, University of Texas - Austin, Stanford University","University of California - Berkeley, Yale University, Princeton University","Georgia Institute of Technology, Carnegie Mellon, Brown University, Cornell University, Harvard University, Massachusetts Institute of Technology",
60,"Emerson College, San Jose State University, Florida State, New York University, Chapman University","University of Southern California, University of Texas - Austin, University of California - Los Angeles, University of California - Berkeley, University of California - Irvine, University of California - Santa Barbara, Boston University",,
61,"University of Georgia, Georgia Institute of Technology, Stanford University, University of Virginia, University of California - Davis, University of California - Irvine, University of California - Los Angeles, University of California - Berkeley, Yale University",Massachusetts Institute of Technology,Harvard University,
62,"Harvard University, Stanford University, University of Southern California, University of California - Los Angeles, Columbia University, South Carolina, Duke University, University of Georgia, University of Alabama, Ohio State",,,
63,"Indiana University Bloomington, Stony Brook University, Portland State, Binghamton University, University at Buffalo","Harvard University, Columbia University, University of Pennsylvania, Vanderbilt University, Cornell University, Northwestern University, New York University, University of North Carolina - Chapel Hill, University of Notre Dame, Texas, University of Virginia, Duke University","University of Miami, University of Florida, Boston College, University of Michigan - Ann Arbor",
